"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-05-24",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-05-25",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-05-26",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-05-27",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-05-28",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-05-29",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-05-30",,,"0.05",,,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-02","    2","0.26",,,,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-05",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-06",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-23",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-24",,,"0.23",,,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-25",,,"0.87",,,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-26",,,"0.39",,,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-27",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-06-28",,,"0.02",,,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-07-13",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0148","SAINT PAUL 2.9 WSW, MN US","44.938313","-93.160954","299.0","2023-07-14",,,"0.42",,,,,,,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-01",,,"0.01","0.0",,"89","69","73",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-02",,,"0.00","0.0","0.0","85","66","71",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-03",,,"0.00","0.0","0.0","88","69","69",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-04",,,"0.00","0.0","0.0","88","61","65",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-05",,,"0.00","0.0","0.0","76","58","65",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-06",,,"0.00","0.0","0.0","79","58","66",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-07",,,"0.00","0.0","0.0","83","64","69",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-08",,,"0.01","0.0","0.0","85","69","70",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-09",,,"0.00","0.0","0.0","89","66","74",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-10",,,"0.00","0.0","0.0","82","58","60",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-11",,,"0.00","0.0","0.0","81","59","71",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-12",,,"0.00","0.0","0.0","83","65","72",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-13",,,"0.00","0.0","0.0","87","68","72",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-14",,,"0.17","0.0","0.0","89","65","71",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-15",,,"0.00","0.0","0.0","93","69","74",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-16",,,"0.05","0.0","0.0","98","74","79",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-17",,,"0.35","0.0","0.0","91","74","85",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-18",,,"0.00","0.0","0.0","91","62","74",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-19",,,"0.00","0.0","0.0","87","68","70",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-20",,,"0.42","0.0","0.0","75","65","74",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-21",,,"0.00","0.0","0.0","84","68","69",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-22",,,"0.00","0.0","0.0","77","61","64",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-23",,,"0.00","0.0","0.0","84","62","71",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-24",,,"0.00","0.0","0.0","88","70","72",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-25",,,"1.02","0.0","0.0","93","67","72",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-26",,,"0.08","0.0","0.0","89","67","73",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-27",,,"0.00","0.0","0.0","87","68","77",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-28",,,"0.00","0.0","0.0","89","73","78",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-29",,,"0.00","0.0","0.0","96","78","79",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-30",,,"0.00","0.0","0.0","94","78","81",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-07-31",,,"0.00","0.0","0.0","97","81","86",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-01",,,"0.52","0.0","0.0","100","73","74",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-02",,,"3.91","0.0","0.0","77","62","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-03",,,"0.00","0.0","0.0","82","62","69",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-04",,,"0.00","0.0","0.0","86","66","72",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-05",,,"0.00","0.0","0.0","87","71","71",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-06",,,"0.30","0.0","0.0","82","70","73",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-07",,,"0.00","0.0","0.0","83","61","68",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-08",,,"0.00","0.0","0.0","79","63","68",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-09",,,"0.00","0.0","0.0","82","67","68",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-10",,,"0.00","0.0","0.0","79","68","70",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-11",,,"0.00","0.0","0.0","85","70","72",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-12",,,"0.00","0.0","0.0","80","66","69",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-13",,,"0.00","0.0","0.0","83","64","72",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-14",,,"0.42","0.0","0.0","72","58","63",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-15",,,"0.00","0.0","0.0","79","55","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-16",,,"0.00","0.0","0.0","81","62","68",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-17",,,"0.00","0.0","0.0","85","66","68",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-18",,,"0.11","0.0","0.0","78","61","65",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-19",,,"0.00","0.0","0.0","76","64","69",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-20",,,"0.00","0.0","0.0","85","57","67",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-21",,,"0.00","0.0","0.0","80","62","67",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-22",,,"0.00","0.0","0.0","85","59","63",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-23",,,"0.92","0.0","0.0","80","59","61",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-24",,,"0.00","0.0","0.0","80","61","65",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-25",,,"1.36","0.0","0.0","68","64","67",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-26",,,"0.02","0.0","0.0","71","60","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-27",,,"0.00","0.0","0.0","78","57","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-28",,,"0.00","0.0","0.0","83","62","67",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-29",,,"0.06","0.0","0.0","69","57","59",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-30",,,"0.00","0.0","0.0","76","56","61",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-08-31",,,"0.00","0.0","0.0","80","59","61",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-01",,,"0.00","0.0","0.0","78","61","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-02",,,"0.00","0.0","0.0","75","60","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-03",,,"0.12","0.0","0.0","76","62","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-04",,,"0.74","0.0","0.0","67","58","60",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-05",,,"0.00","0.0","0.0","80","56","66",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-06",,,"0.00","0.0","0.0","81","58","60",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-07",,,"0.00","0.0","0.0","81","58","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-08",,,"0.00","0.0","0.0","82","62","64",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-09",,,"0.00","0.0","0.0","66","49","50",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-10",,,"0.00","0.0","0.0","59","49","50",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-11",,,"0.05","0.0","0.0","55","50","53",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-12",,,"0.02","0.0","0.0","58","52","54",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-13",,,"0.00","0.0","0.0","67","46","49",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-14",,,"0.00","0.0","0.0","73","49","54",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-15",,,"0.00","0.0","0.0","80","54","62",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-16",,,"0.19","0.0","0.0","81","62","63",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-17",,,"0.16","0.0","0.0","73","57","63",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-18",,,"0.01","0.0","0.0","64","45","45",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-19",,,"0.04","0.0","0.0","52","43","44",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-20",,,"0.00","0.0","0.0","51","36","39",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-21",,,"0.00","0.0","0.0","57","36","45",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-22",,,"0.85","0.0","0.0","54","45","51",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-23",,,"0.13","0.0","0.0","57","51","54",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-24",,,"0.20","0.0","0.0","61","45","46",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-25",,,"0.00","0.0","0.0","64","46","52",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-26",,,"0.00","0.0","0.0","66","43","48",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-27",,,"0.04","0.0","0.0","73","47","47",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-28",,,"0.02","0.0","0.0","58","42","43",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-29",,,"0.01","0.0","0.0","51","43","45",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-09-30",,,"0.06","0.0","0.0","62","45","46",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-01",,,"0.00","0.0","0.0","67","43","50",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-02",,,"0.00","0.0","0.0","83","50","61",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-03",,,"0.00","0.0","0.0","83","58","61",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-04",,,"0.02","0.0","0.0","76","52","52",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-05",,,"0.00","0.0","0.0","63","36","40",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-06",,,"0.00","0.0","0.0","62","40","46",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-07",,,"0.00","0.0","0.0","67","46","56",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-08",,,"0.00","0.0","0.0","79","56","61",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-09",,,"0.01","0.0","0.0","63","45","45",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-10",,,"0.00","0.0","0.0","63","34","35",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-11",,,"0.14","0.0","0.0","54","34","35",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-12",,,"0.00","0.0","0.0","38","25","26",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-13",,,"0.00","0.0","0.0","38","26","35",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-14",,,"0.00","0.0","0.0","43","34","34",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-15",,,"0.00","0.0","0.0","47","26","27",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-16",,,"0.18","0.0","0.0","62","27","47",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-17",,,"0.05","0.0","0.0","55","47","49",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-18",,,"0.00","0.0","0.0","54","37","37",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-19",,,"0.03","0.0","0.0","39","35","35",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-20",,,"0.00","0.0","0.0","39","31","35",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-21",,,"0.00","0.0","0.0","47","35","35",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-22",,,"0.00","0.0","0.0","40","28","28",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-23",,,"0.00","0.0","0.0","39","28","32",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-24",,,"0.00","0.0","0.0","37","26","29",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-25",,,"0.00","0.0","0.0","44","26","33",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-26",,,"0.00","0.0","0.0","51","33","37",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-27",,,"0.00","0.0","0.0","48","29","30",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-28",,,"0.00","0.0","0.0","56","29","40",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-29",,,"0.00","0.0","0.0","56","27","32",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-30",,,"0.00","0.0","0.0","55","32","44",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-10-31",,,"0.00","0.0","0.0","66","26","26",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-01",,,"0.00","0.0","0.0","36","21","24",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-02",,,"0.00","0.0","0.0","33","24","26",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-03",,,"0.00","0.0","0.0","31","18","21",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-04",,,"0.00","0.0","0.0","37","21","37",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-05",,,"0.00","0.0","0.0","54","33","34",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-06",,,"0.00","0.0","0.0","63","34","43",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-07",,,"0.01","0.0","0.0","48","42","43",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-08",,,"0.01","0.0","0.0","59","43","51",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-09",,,"0.00","0.0","0.0","71","36","37",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-10",,,"0.01","0.1","0.0","46","29","31",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-11",,,"0.00","0.0","0.0","36","21","22",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-12",,,"0.00","0.0","0.0","34","22","30",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-13",,,"0.06","0.0","0.0","39","22","34",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-14",,,"0.00","0.0","0.0","40","31","34",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-15",,,"0.00","0.0","0.0","39","33","33",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-16",,,"0.00","0.0","0.0","38","24","24",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-17",,,"0.00","0.0","0.0","36","24","31",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-18",,,"0.00","0.0","0.0","39","31","33",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-19",,,"0.00","0.0","0.0","36","19","20",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-20",,,"0.00","0.0","0.0","41","20","22",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-21",,,"0.00","0.0","0.0","46","20","34",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-22",,,"0.00","0.0","0.0","51","33","36",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-23",,,"0.00","0.0","0.0","54","33","34",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-24",,,"0.00","0.0","0.0","54","34","43",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-25",,,"0.00","0.0","0.0","55","25","26",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-26",,,"0.00","0.0","0.0","49","26","29",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-27",,,"0.12","0.0","0.0","49","29","36",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-28",,,"0.09","0.0","0.0","45","36","45",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-29",,,"0.49","0.0","0.0","53","21","21",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-11-30",,,"0.00","0.0","0.0","23","7","7",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-01",,,"0.00","0.0","0.0","18","7","10",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-02",,,"0.00","0.0","0.0","23","10","12",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-03",,,"0.00","0.0","0.0","17","7","9",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-04",,,"0.01","0.1","0.0","21","9","19",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-05",,,"0.00","0.0","0.0","19","4","12",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-06",,,"0.00","0.0","0.0","36","12","21",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-07",,,"0.00","0.0","0.0","23","-1","-1",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-08",,,"0.00","0.0","0.0","17","-1","16",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-09",,,"0.00","0.0","0.0","33","16","26",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-10",,,"0.00","0.0","0.0","47","26","32",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-11",,,"0.00","0.0","0.0","46","28","29",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-12",,,"0.07","0.0","0.0","41","29","38",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-13",,,"0.00","0.0","0.0","41","27","27",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-14",,,"0.00","0.0","0.0","41","27","37",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-15",,,"0.00","0.0","0.0","48","28","29",,,,,,,,
"USC00217379","ST. PAUL 3 SW, MN US","44.9312","-93.154","281.9","2006-12-16",,,"0.00","0.0","0.0","36","28","35",,,,,,,,
